Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:complement(3647704..3647787):CDS	bop27	"uv-inducible membrane toxin, dinq-agrb type i toxin-antitoxin system"	bop27		
NC_000913:3648527..3648880:CDS	bop27	"arsenical resistance operon transcriptional repressor; autorepressor"	bop27		
NC_000913:3648934..3650223:CDS	bop27	"arsenite/antimonite transporter"	bop27		
NC_000913:3650236..3650661:CDS	bop27	"arsenate reductase"	bop27		
NC_000913:join(3651290..3652030,3653230..3653712):CDS	bop27		bop27		
NC_000913:complement(3652181..3653197):CDS	bop27	"is5 transposase and trans-activator"	bop27		
NC_000913:3653960..3654526:CDS	bop27	"outer membrane lipoprotein"	bop27		
NC_000913:3654682..3655212:CDS	bop27	"putative luxr family repressor for dicarboxylate transport"	bop27		
NC_000913:complement(3655254..3655901):CDS	bop27	"putative mg(2+) transport atpase, inner membrane protein"	bop27		
NC_000913:complement(3655965..3656291):CDS	bop27	"acid-resistance protein"	bop27		
NC_000913:complement(3656407..3656739):CDS	bop27	"stress response protein acid-resistance protein"	bop27		
NC_000913:3656994..3657566:CDS	bop27	"acid-resistance membrane protein"	bop27		
NC_000913:3658365..3658892:CDS	bop27	"gad regulon transcriptional activator"	bop27		
NC_000913:3659231..3660388:CDS	bop27	"anaerobic multidrug efflux transporter, arca-regulated"	bop27		
NC_000913:3660413..3663526:CDS	bop27	"anaerobic multidrug efflux transporter, arca-regulated"	bop27		
NC_000913:complement(3663889..3664617):CDS	bop27	"transcriptional activator of gada and gadbc; repressor of gadx"	bop27		
NC_000913:complement(3664985..3665809):CDS	bop27	"acid resistance regulon transcriptional activator; autoactivator"	bop27		
NC_000913:complement(3666179..3667579):CDS	bop27	"glutamate decarboxylase a, plp-dependent"	bop27		
NC_000913:complement(3667790..3669187):CDS	bop27	"putative cytochrome c peroxidase"	bop27		
NC_000913:3669591..3671240:CDS	bop27	"cytoplasmic trehalase"	bop27		
NC_000913:complement(3671291..3671893):CDS	bop27	"putative dna-binding transcriptional response regulator"	bop27		
NC_000913:3672413..3673312:CDS	bop27	"lysr family putative transcriptional regulator"	bop27		
NC_000913:3673361..3674374:CDS	bop27	"inner membrane putative brbk family alternate lipid exporter"	bop27		
NC_000913:3674785..3676107:CDS	bop27	"putative mfs transporter; membrane protein"	bop27		
NC_000913:complement(3676289..3678349):CDS	bop27	"putative inner membrane-anchored periplasmic asma family protein"	bop27		
NC_000913:complement(3678419..3679186):CDS	bop27	"cyclic-di-gmp phosphodiesterase, flhdc-regulated"	bop27		
NC_000913:3679418..3680347:CDS	bop27	"2-dehydro-3-deoxygluconokinase"	bop27		
NC_000913:complement(3680443..3681939):CDS	bop27	"putative periplasmic m16 family chaperone"	bop27		
NC_000913:complement(3682160..3683446):CDS	bop27	"c4-dicarboxylic acid, orotate and citrate transporter"	bop27		
NC_000913:complement(3683629..3685617):CDS	bop27	"cyclic-di-gmp phosphodiesterase"	bop27		
NC_000913:complement(3685699..3689172):CDS	bop27	"cellulose synthase subunit"	bop27		
NC_000913:complement(3689154..3690260):CDS	bop27	"endo-1,4-d-glucanase"	bop27		
NC_000913:complement(3690267..3692606):CDS	bop27	"regulator of cellulose synthase, cyclic di-gmp binding"	bop27		
NC_000913:complement(3692617..3695235):CDS	bop27	"cellulose synthase, catalytic subunit"	bop27		
NC_000913:complement(3695232..3695984):CDS	bop27		bop27		
NC_000913:complement(3695996..3696184):CDS	bop27	"duf2629 family protein"	bop27		
NC_000913:3696457..3698028:CDS	bop27	"cellulose production protein"	bop27		
NC_000913:3698025..3698216:CDS	bop27	"duf2636 family cellulose production small membrane protein"	bop27		
NC_000913:3698213..3699892:CDS	bop27	"duf3260 family cellulose production inner membrane protein"	bop27		
NC_000913:complement(3699979..3700086):CDS	bop27	"toxic polypeptide, small"	bop27		
NC_000913:3700562..3701833:CDS	bop27	"putative transporter"	bop27		
NC_000913:complement(3701863..3702867):CDS	bop27	"dipeptide/heme abc transporter atpas"	bop27		
NC_000913:complement(3702864..3703847):CDS	bop27	"dipeptide/heme abc transporter atpas"	bop27		
NC_000913:complement(3703858..3704760):CDS	bop27	"dipeptide/heme abc transporter permease"	bop27		
NC_000913:complement(3704770..3705789):CDS	bop27	"dipeptide/heme abc transporter permease"	bop27		
NC_000913:complement(3706097..3707704):CDS	bop27	"dipeptide/heme abc transporter periplasmic binding protein; dipeptide chemotaxis receptor"	bop27		
NC_000913:complement(3708783..3710474):CDS	bop27	"kdo phosphoethanolamine transferase, ca(2+)-inducible"	bop27		
NC_000913:complement(3710798..3712006):CDS	bop27	"pyruvate-inducible inner membrane protein, putative transporter"	bop27		
NC_000913:complement(3712235..3712933):CDS	bop27	"autotransporter beta-domain protein"	bop27		
NC_000913:3713091..3713654:CDS	bop27	"3-methyl-adenine dna glycosylase i, constitutive"	bop27		
NC_000913:3713651..3714091:CDS	bop27	"gnat family putative n-acetyltransferase"	bop27		
NC_000913:complement(3714060..3716393):CDS	bop27	"biotin sulfoxide reductase"	bop27		
NC_000913:3716546..3717205:CDS	bop27	"multicopy suppressor of bamb; outer membrane lipoprotein"	bop27		
NC_000913:3717309..3718283:CDS	bop27	"glyoxylate/hydroxypyruvate reductase b"	bop27		
NC_000913:complement(3718333..3719043):CDS	bop27	"barrier effect co-colonization resistance factor; duf3053 family lipoprotein"	bop27		
NC_000913:3719477..3719767:CDS	bop27	"hth_croc1 family putative transcriptional regulator"	bop27		
NC_000913:3720048..3720260:CDS	bop27	"rna chaperone and antiterminator, cold-inducible"	bop27		
NC_000913:complement(3720447..3720599):CDS	bop27	"toxic polypeptide, small"	bop27		
NC_000913:complement(3720447..3720631):CDS	bop27		bop27		
NC_000913:3720679..3721200:CDS	bop27	"is150 transposase a"	bop27		
NC_000913:3721197..3722048:CDS	bop27	"is150 transposase b"	bop27		
NC_000913:complement(3722327..3724396):CDS	bop27	"glycine trna synthetase, beta subunit"	bop27		
NC_000913:complement(3724406..3725317):CDS	bop27	"glycine trna synthetase, alpha subunit"	bop27		
NC_000913:complement(3725412..3725711):CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:3725886..3726881:CDS	bop27	"o-acetyltransferase for enterobacterial common antigen (eca)"	bop27		
NC_000913:complement(3726923..3727360):CDS	bop27	"yiaab family inner membrane protein, tandem domains"	bop27		
NC_000913:complement(3727406..3727747):CDS	bop27	"yiaab family inner membrane protein"	bop27		
NC_000913:complement(3727916..3729370):CDS	bop27	"xylulokinase"	bop27		
NC_000913:complement(3729442..3730764):CDS	bop27	"d-xylose isomerase"	bop27		
NC_000913:3731130..3732122:CDS	bop27	"d-xylose transporter subunit"	bop27		
NC_000913:3732200..3733741:CDS	bop27	"d-xylose abc transporter dual domain atpase"	bop27		
NC_000913:3733719..3734900:CDS	bop27	"d-xylose abc transporter permease"	bop27		
NC_000913:3734978..3736156:CDS	bop27	"xylose divergent operon transcriptional activator"	bop27		
NC_000913:complement(3736352..3737176):CDS	bop27	"putative glucosaminidase"	bop27		
NC_000913:3737496..3739526:CDS	bop27	"alpha-amylase"	bop27		
NC_000913:3739704..3740957:CDS	bop27	"valine-pyruvate aminotransferase; transaminase c; alanine-valine transaminase"	bop27		
NC_000913:complement(3741108..3741581):CDS	bop27	"putative hydrogenase, 4fe-4s ferredoxin-type component"	bop27		
NC_000913:complement(3741683..3742531):CDS	bop27	"transcriptional repressor for the yiaklmno-lyxk-sgbhue operon"	bop27		
NC_000913:3742732..3743730:CDS	bop27	"2,3-diketo-l-gulonate reductase, nadh-dependent"	bop27		
NC_000913:3743742..3744209:CDS	bop27	"duf386 family protein"	bop27		
NC_000913:3744327..3744800:CDS	bop27	"2,3-diketo-l-gulonate trap transporter small permease protein"	bop27		
NC_000913:3744803..3746080:CDS	bop27	"2,3-diketo-l-gulonate trap transporter large permease protein"	bop27		
NC_000913:3746093..3747079:CDS	bop27	"2,3-diketo-l-gulonate-binding periplasmic protein"	bop27		
NC_000913:3747083..3748579:CDS	bop27	"l-xylulose kinase"	bop27		
NC_000913:3748576..3749238:CDS	bop27	"3-keto-l-gulonate 6-phosphate decarboxylase"	bop27		
NC_000913:3749231..3750091:CDS	bop27	"putative l-xylulose 5-phosphate 3-epimerase"	bop27		
NC_000913:3750085..3750780:CDS	bop27	"l-ribulose-5-phosphate 4-epimerase"	bop27		
NC_000913:complement(3750812..3750913):CDS	bop27		bop27		
NC_000913:3750917..3751108:CDS	bop27		bop27		
NC_000913:complement(3751127..3751867):CDS	bop27	"putative outer membrane protein"	bop27		
NC_000913:3751991..3752965:CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:complement(3752962..3754098):CDS	bop27	"signal-anchored membrane fusion protein (mfp) component of efflux pump"	bop27		
NC_000913:complement(3754104..3754427):CDS	bop27	"duf3302 family inner membrane protein"	bop27		
NC_000913:complement(3754972..3756510):CDS	bop27	"aldehyde dehydrogenase b"	bop27		
NC_000913:complement(3756675..3757826):CDS	bop27	"l-threonine dehydrogenase"	bop27		
NC_000913:complement(3758016..3759860):CDS	bop27	"selenocysteinyl-trna-specific translation factor"	bop27		
NC_000913:complement(3759857..3761248):CDS	bop27	"selenocysteine synthase"	bop27		
NC_000913:complement(3761346..3761954):CDS	bop27	"glutathione s-transferase homolog"	bop27		
NC_000913:3762182..3766315:CDS	bop27	"rhs protein with putative toxin 55 domain; putative polysaccharide synthesis/export protein; putative neighboring cell growth inhibitor"	bop27		
NC_000913:3766336..3767178:CDS	bop27	"putative immunity protein for polymorphic toxin rhsa; heat-domain protein; lethality reduction protein"	bop27		
NC_000913:3767220..3768164:CDS	bop27		bop27		
NC_000913:3768176..3768637:CDS	bop27	"tpr-like repeat protein"	bop27		
NC_000913:3768638..3768889:CDS	bop27		bop27		
NC_000913:join(3768891..3768974,3768974..3769255):CDS	bop27		bop27		
NC_000913:join(3769344..3769670,3769672..3769782):CDS	bop27		bop27		
NC_000913:join(3769947..3770033,3770032..3770145):CDS	bop27		bop27		
NC_000913:complement(3770242..3771378):CDS	bop27	"putative membrane fusion protein (mfp) component of efflux pump"	bop27		
NC_000913:complement(3771381..3771743):CDS	bop27	"duf3302 family inner membrane protein"	bop27		
NC_000913:3772280..3774193:CDS	bop27	"mannitol-specific pts enzyme: iia, iib and iic components"	bop27		
NC_000913:3774423..3775571:CDS	bop27	"mannitol-1-phosphate dehydrogenase, nad-dependent"	bop27		
NC_000913:3775571..3776158:CDS	bop27	"mannitol operon repressor"	bop27		
NC_000913:complement(3776170..3776379):CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:3776664..3777026:CDS	bop27	"ribosome-associated duf2810 family protein"	bop27		
NC_000913:3777398..3779053:CDS	bop27	"l-lactate permease"	bop27		
NC_000913:3779053..3779829:CDS	bop27	"dual role activator/repressor for lldprd operon"	bop27		
NC_000913:3779826..3781016:CDS	bop27	"l-lactate dehydrogenase, fmn-linked"	bop27		
NC_000913:3781214..3781687:CDS	bop27	"trna leu mc34,mu34 2'-o-methyltransferase, sam-dependent"	bop27		
NC_000913:complement(3781740..3782561):CDS	bop27	"serine acetyltransferase"	bop27		
NC_000913:complement(3782641..3783660):CDS	bop27	"glycerol-3-phosphate dehydrogenase (nad+)"	bop27		
NC_000913:complement(3783660..3784127):CDS	bop27	"protein export chaperone"	bop27		
NC_000913:complement(3784190..3784441):CDS	bop27	"glutaredoxin 3"	bop27		
NC_000913:complement(3784583..3785014):CDS	bop27	"putative rhodanese-related sulfurtransferase"	bop27		
NC_000913:3785259..3786803:CDS	bop27	"phosphoglycero mutase iii, cofactor-independent"	bop27		
NC_000913:3786837..3788096:CDS	bop27	"activator of amib,c murein hydrolases, septal ring factor"	bop27		
NC_000913:3788100..3789059:CDS	bop27	"putative polysaccharide deacetylase"	bop27		
NC_000913:complement(3789046..3790080):CDS	bop27	"lps(hepiii)-glucuronic acid glycosyltransferase"	bop27		
NC_000913:complement(3790319..3791344):CDS	bop27	"l-threonine 3-dehydrogenase, nad(p)-binding"	bop27		
NC_000913:complement(3791354..3792550):CDS	bop27	"glycine c-acetyltransferase"	bop27		
NC_000913:complement(3792825..3793682):CDS	bop27	"yibb family protein, function unknown"	bop27		
NC_000913:3793986..3794918:CDS	bop27	"adp-l-glycero-d-mannoheptose-6-epimerase, nad(p)-binding"	bop27		
NC_000913:3794928..3795974:CDS	bop27	"adp-heptose:lps heptosyltransferase ii"	bop27		
NC_000913:3795978..3796937:CDS	bop27	"adp-heptose:lps heptosyl transferase i"	bop27		
NC_000913:3796947..3798206:CDS	bop27	"o-antigen ligase"	bop27		
NC_000913:complement(3798238..3799311):CDS	bop27	"lipopolysaccharide core biosynthesis"	bop27		
NC_000913:complement(3799344..3800195):CDS	bop27	"lipopolysaccharide kdoiii transferase; lipopolysaccharide core biosynthesis protein"	bop27		
NC_000913:complement(3800266..3800964):CDS	bop27	"lipopolysaccharide core biosynthesis protein"	bop27		
NC_000913:complement(3800982..3801998):CDS	bop27	"lipopolysaccharide 1,2-glucosyltransferase; udp-glucose:(glucosyl)lps alpha-1,2-glucosyltransferase"	bop27		
NC_000913:complement(3802038..3803057):CDS	bop27	"udp-d-galactose:(glucosyl)lipopolysaccharide- alpha-1,3-d-galactosyltransferase"	bop27		
NC_000913:complement(3803057..3804136):CDS	bop27	"lipopolysaccharide 1,6-galactosyltransferase; udp-d-galactose:(glucosyl)lipopolysaccharide-1, 6-d-galactosyltransferase"	bop27		
NC_000913:complement(3804180..3805115):CDS	bop27	"lipopolysaccharide rhamnose:kdoiii transferase; lipopolysaccharide core biosynthesis protein"	bop27		
NC_000913:complement(3805152..3805949):CDS	bop27	"kinase that phosphorylates core heptose of lipopolysaccharide"	bop27		
NC_000913:complement(3805942..3807066):CDS	bop27	"udp-glucose:(heptosyl)lipopolysaccharide alpha-1,3-glucosyltransferase; lipopolysaccharide core biosynthesis protein; lipopolysaccharide glucosyltransferase i"	bop27		
NC_000913:complement(3807063..3808097):CDS	bop27	"lipopolysaccharide core biosynthesis protein"	bop27		
NC_000913:3808539..3809816:CDS	bop27	"3-deoxy-d-manno-octulosonic-acid transferase (kdo transferase)"	bop27		
NC_000913:3809824..3810303:CDS	bop27	"pantetheine-phosphate adenylyltransferase"	bop27		
NC_000913:complement(3810342..3811151):CDS	bop27	"formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil dna glycosylase"	bop27		
NC_000913:complement(3811249..3811416):CDS	bop27	"50s ribosomal subunit protein l33"	bop27		
NC_000913:complement(3811437..3811673):CDS	bop27	"50s ribosomal subunit protein l28"	bop27		
NC_000913:complement(3811890..3812558):CDS	bop27	"upf0758 family protein"	bop27		
NC_000913:3812730..3813950:CDS	bop27	"fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, fmn-binding"	bop27		
NC_000913:3813931..3814386:CDS	bop27	"deoxyuridinetriphosphatase"	bop27		
NC_000913:3814493..3815089:CDS	bop27	"nucleoid occlusion factor, anti-ftsz division inhibitor"	bop27		
NC_000913:complement(3815126..3815767):CDS	bop27	"orotate phosphoribosyltransferase"	bop27		
NC_000913:complement(join(3815833..3815880,3815880..3816548)):CDS	bop27		bop27		
NC_000913:3816675..3817538:CDS	bop27	"upf0701 family protein"	bop27		
NC_000913:3817759..3818583:CDS	bop27	"dna damage-inducible protein"	bop27		
NC_000913:3818873..3819490:CDS	bop27	"upf0126 family inner membrane protein"	bop27		
NC_000913:complement(3819487..3821169):CDS	bop27	"dna ligase, nad(+)-dependent"	bop27		
NC_000913:3821427..3822050:CDS	bop27	"guanylate kinase"	bop27		
NC_000913:3822105..3822380:CDS	bop27	"rna polymerase, omega subunit"	bop27		
NC_000913:3822399..3824507:CDS	bop27	"bifunctional (p)ppgpp synthetase ii/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase"	bop27		
NC_000913:3824514..3825203:CDS	bop27	"trna mg18-2'-o-methyltransferase, sam-dependent"	bop27		
NC_000913:3825209..3827290:CDS	bop27	"atp-dependent dna helicase"	bop27		
NC_000913:complement(3827459..3828664):CDS	bop27	"glutamate transporter"	bop27		
NC_000913:3828944..3830335:CDS	bop27	"xanthine permease"	bop27		
NC_000913:3830456..3832165:CDS	bop27	"putative inner membrane-anchored periplasmic asma family protein"	bop27		
NC_000913:complement(3832218..3834536):CDS	bop27	"putative alpha-glucosidase"	bop27		
NC_000913:complement(3834546..3835928):CDS	bop27	"putative transporter"	bop27		
NC_000913:3836424..3836555:CDS	bop27		bop27		
NC_000913:3836952..3838136:CDS	bop27	"putative arabinose efflux transporter"	bop27		
NC_000913:3838247..3839170:CDS	bop27	"eama family inner membrane putative transporter"	bop27		
NC_000913:complement(3839174..3839992):CDS	bop27	"cytoplasmic membrane lipoprotein-28"	bop27		
NC_000913:3840214..3840507:CDS	bop27	"putative periplasmic protein"	bop27		
NC_000913:complement(3840548..3841738):CDS	bop27	"putative transporter"	bop27		
NC_000913:complement(3841949..3842401):CDS	bop27	"duf1198 family protein"	bop27		
NC_000913:complement(3842454..3843788):CDS	bop27	"adenine permease, high affinity; adenine:h+ symporter"	bop27		
NC_000913:3843963..3845729:CDS	bop27	"cryptic adenine deaminase"	bop27		
NC_000913:complement(3845775..3847166):CDS	bop27	"hexose phosphate transporter"	bop27		
NC_000913:complement(3847304..3848623):CDS	bop27	"membrane protein regulates uhpt expression"	bop27		
NC_000913:complement(3848633..3850135):CDS	bop27	"sensory histidine kinase in two-component regulatory sytem with uhpa"	bop27		
